252;Pressure foot;Chan vit Banh xe;Pressure foot;;8-74;MLA;;2015-12-31 00:00:00
253;Rubber ring;Gioang cao su;Rubber ring;fi 40 x 3;8-75;MLA;;2015-12-31 00:00:00
254;Screw 1/8-44 L=4.5;Oc gan kim;Screw 1/8-44 L=4.5;SS7080510TP;8-76;MLA;;2015-12-31 00:00:00
255;Stop ring C ( @ 12);vong chan;Stop ring C ( @ 12);PSR-AC001000;8-77;MLA;;2015-12-31 00:00:00
256;Thread tension disk;dia dong tien phu;Thread tension disk;;8-78;MLA;;2015-12-31 00:00:00
257;Washer;long den;Washer;01-023C-2507(-);8-79;MLA;;2015-12-31 00:00:00
258;A-63:Cap for tension release pin;Ty;A-63:Cap for tension release pin;40-104A-3500;8-80;MLA;;2015-12-31 00:00:00
259;G-65:Fixed Mes;dao tinh;G-65:Fixed Mes;GP-000075-01(GP-000075-02);8-81;MLA;;2015-12-31 00:00:00
260;A-58-1 thread tension contronl Assy;cum dong tien;A-58-1 thread tension contronl Assy;;8-82;MLA;;2015-12-31 00:00:00
261;THROAT PLATE (H);m?t nguy?t;THROAT PLATE (H);B1109-415-H0B;8-83;MLA;;2015-12-31 00:00:00
262;POSITIONING FINGER H;c  gi? ?;POSITIONING FINGER H;236-46003;8-84;MLA;;2015-12-31 00:00:00
263;OIL TANK ASM;tr?c ? nh su?t;OIL TANK ASM;236-28555;8-85;MLA;;2015-12-31 00:00:00
264;F-37Needle bar threadguide(B type);;F-37Needle bar threadguide(B type);04-001A-2700;8-86;MLA;;2015-12-31 00:00:00
265;G-2:presser adjusting nut;;G-2:presser adjusting nut;05-002C-2500;8-87;MLA;;2015-12-31 00:00:00
266;G-36:Tension release cad assy;;G-36:Tension release cad assy;40-008A-2500;8-88;MLA;;2015-12-31 00:00:00
267;Mes driving  shaft bush F-40;;Mes driving  shaft bush F-40;13-140A-5300;8-89;MLA;;2015-12-31 00:00:00
268;Mes mounting base F-45;;Mes mounting base F-45;13-146A-5300;8-90;MLA;;2015-12-31 00:00:00
269;"J-24 Belt Cover""B""";;"J-24 Belt Cover""B"""; 60-002A-2500;8-91;MLA;;2015-12-31 00:00:00
270; J-39 Thread Stand Ass'y;; J-39 Thread Stand Ass'y;GP-022624-00;8-92;MLA;;2015-12-31 00:00:00
271;A-32: Needle plate(B type);;A-32: Needle plate(B type);01-144A-350B;8-93;MLA;;2015-12-31 00:00:00
272;G-1: Screw (9/16 n=20);;G-1: Screw (9/16 n=20);SC-0339-1230;8-94;MLA;;2015-12-31 00:00:00
273;k-14: Oil pump connection spring;;k-14: Oil pump connection spring;44-016G-1230;8-95;MLA;;2015-12-31 00:00:00
274;Hook protecting plate ,F-60,;;Hook protecting plate ,F-60,;13-053A-5300;8-96;MLA;;2015-12-31 00:00:00
275;Bobbin;;Bobbin;07-161A-750L(AL) ;9-1;MLA;;2015-12-31 00:00:00
276;Bobbin Case (Screw small);;Bobbin Case (Screw small);?.   (21);9-2;MLA;;2015-12-31 00:00:00
277;Bobbin case (Screw Big );;Bobbin case (Screw Big );?.   (20);9-3;MLA;;2015-12-31 00:00:00
278;Take up spring L;;Take up spring L;?..   (203);9-4;MLA;;2015-12-31 00:00:00
279;Take up spring R;;Take up spring R;?.   (204);9-5;MLA;;2015-12-31 00:00:00
280;2-Needle gauge set;;2-Needle gauge set;( 1'' ) ;9-6;MLA;;2015-12-31 00:00:00
281;2-Needle gauge set;;2-Needle gauge set;3/4 mm ;9-7;MLA;;2015-12-31 00:00:00
282;Needle screw;;Needle screw;SC- 0160-5607;9-8;MLA;;2015-12-31 00:00:00
283;NEEDLE CLAMP;;NEEDLE CLAMP;"3/4""";9-9;MLA;;2015-12-31 00:00:00
284;NEEDLE CLAMP;;NEEDLE CLAMP;"5/8""";9-10;MLA;;2015-12-31 00:00:00
285;NEEDLE CLAMP;;NEEDLE CLAMP;"1""";9-11;MLA;;2015-12-31 00:00:00
286;ZIPPER ( Side 5mm );;ZIPPER ( Side 5mm );;9-12;MLA;;2015-12-31 00:00:00
287;HOOK G-73;;HOOK G-73;;9-13;MLA;;2015-12-31 00:00:00
288;B-34: Thread take- up lever;Co giat chi;B-34: Thread take- up lever;08-102A-750L;9-14;MLA;;2015-12-31 00:00:00
289;D-29-1: Needle bar clamp;Cum tach tru kim;D-29-1: Needle bar clamp;04-016A-7900;9-15;MLA;;2015-12-31 00:00:00
290;D-48: Screw ( 1/8 inch n=40 );Oc bat Tao kim tach goc;D-48: Screw ( 1/8 inch n=40 );SC-A320-4222;9-16;MLA;;2015-12-31 00:00:00
291;E-32: Tension release cable Assy;ong phanh va day phanh;E-32: Tension release cable Assy;40-024A-5770;9-17;MLA;;2015-12-31 00:00:00
292;A-13: Screw (9/64 inch n=40);oc;A-13: Screw (9/64 inch n=40);SC-0519-2302;9-18;MLA;;2015-12-31 00:00:00
293;A-14: Arm thread guide plate U;huong dan chi;A-14: Arm thread guide plate U;01-018A-7500;9-19;MLA;;2015-12-31 00:00:00
294;A-16: Arm thread guide plate M;huong dan chi;A-16: Arm thread guide plate M;01-020A-7500;9-20;MLA;;2015-12-31 00:00:00
295;A-21: Thread take up cover;Bao ve co giat chi;A-21: Thread take up cover;GP-013234-00;9-21;MLA;;2015-12-31 00:00:00
296;A-35: Screw (11/64 inch n=40);Oc;A-35: Screw (11/64 inch n=40);SC-0179-3710;9-22;MLA;;2015-12-31 00:00:00
297;A-38: Stopper for slide plate;Nhip chan;A-38: Stopper for slide plate;01-046A7500;9-23;MLA;;2015-12-31 00:00:00
298;A-39: Screw (11/64 inch n=40);Oc;A-39: Screw (11/64 inch n=40);SC-0543-2302;9-24;MLA;;2015-12-31 00:00:00
299;A-56: Needle plate 1/4;Mat nguyet 1/4;A-56: Needle plate 1/4;01-40TA-7507;9-25;MLA;;2015-12-31 00:00:00
300;A-56: Needle plate 7/16;Mat nguyet 7/16;A-56: Needle plate 7/16;01-49TA-7507;9-26;MLA;;2015-12-31 00:00:00
301;A-57: Screw (11/64 inch n=40);Oc Mat nguyet( Oc dai);A-57: Screw (11/64 inch n=40);SC-0119-7600;9-27;MLA;;2015-12-31 00:00:00
302;A-58: Slide plate;Nap che may;A-58: Slide plate;01-045A-7500;9-28;MLA;;2015-12-31 00:00:00
303;A-73: Thread tension ajusting Assy;Cum dong tien;A-73: Thread tension ajusting Assy;AS-004113-00;9-29;MLA;;2015-12-31 00:00:00
304;A-74: Stopper for A-73;Vong ban nguyet;A-74: Stopper for A-73;01-019C-7400;9-30;MLA;;2015-12-31 00:00:00
305;B-13: Timming beltt;Day dai;B-13: Timming beltt;02-013A-7400;9-31;MLA;;2015-12-31 00:00:00
306;B-28: Needle bar crank shaft;Tru kim;B-28: Needle bar crank shaft;PN-000243-03;9-32;MLA;;2015-12-31 00:00:00
307;B-31: Hing pin for thread take up lever(08-105P-7900);thanh noi;B-31: Hing pin for thread take up lever(08-105P-7900);08-101A-8130;9-33;MLA;;2015-12-31 00:00:00
308;B-38: Thread take-up lever holder;Kep giu co giat chi;B-38: Thread take-up lever holder;02-103A-740L;9-34;MLA;;2015-12-31 00:00:00
309;B-5: Screw (15/64 inch n=28);Oc;B-5: Screw (15/64 inch n=28);SC-0150-2500;9-35;MLA;;2015-12-31 00:00:00
310;Bobbin case opener;Cai gat thoi(may KM-757);Bobbin case opener;GP-019543-00;9-36;MLA;;2015-12-31 00:00:00
311;Bobbin case opener;Cai gat thoi(may KM-757BL-7S);Bobbin case opener;GP-019545-01(GP-019545-00);9-37;MLA;;2015-12-31 00:00:00
312;Bobbin winder thread tension disk;dia dong tien danh chi suot;Bobbin winder thread tension disk;;9-38;MLA;;2015-12-31 00:00:00
313;C-4:Set screw for slide plate;Oc bat cum de tach kim;C-4:Set screw for slide plate;17-004A-7900;9-39;MLA;;2015-12-31 00:00:00
314;D-15: Needle bar;tru kim;D-15: Needle bar;04-101A-7500(GP-035932-00);9-40;MLA;;2015-12-31 00:00:00
315;D-16: Needle clamp 1x3/8 inch;Tao kim 1x3/8 inch;D-16: Needle clamp 1x3/8 inch;;9-41;MLA;;2015-12-31 00:00:00
316;D-17: Screw (9/64 n=40);Oc;D-17: Screw (9/64 n=40);SC-0160-5607;9-42;MLA;;2015-12-31 00:00:00
317;D-24-16: Screw for D-29-15;Oc;D-24-16: Screw for D-29-15;04-022S-7900;9-43;MLA;;2015-12-31 00:00:00
318;D-29-10: Hinge pin B for clutch lever;Ty ngan;D-29-10: Hinge pin B for clutch lever;04-028P-7900;9-44;MLA;;2015-12-31 00:00:00
319;D-29-11: Hinge pin for latchet;Ty;D-29-11: Hinge pin for latchet;04-029P-7900;9-45;MLA;;2015-12-31 00:00:00
320;D-29-12: Latchet (L);Co trai;D-29-12: Latchet (L);04-018A-7900;9-46;MLA;;2015-12-31 00:00:00
321;D-29-12: Latchet (R);Co phai;D-29-12: Latchet (R);04-019A-7900;9-47;MLA;;2015-12-31 00:00:00
322;D-29-14: Latchet return sping;Lo xo;D-29-14: Latchet return sping;04-032G-7900;9-48;MLA;;2015-12-31 00:00:00
323;D-29-15: Latchet bracket;Gia do Lo xo;D-29-15: Latchet bracket;04-023A-7900;9-49;MLA;;2015-12-31 00:00:00
324;D-29-3: Cover for releasing pin;Tam chan;D-29-3: Cover for releasing pin;04-024A-7900;9-50;MLA;;2015-12-31 00:00:00
325;D-29-4: Release pin return spring;Lo xo;D-29-4: Release pin return spring;04-030G-7900;9-51;MLA;;2015-12-31 00:00:00
326;D-29-5: Needle bar releasing pin;Chot;D-29-5: Needle bar releasing pin;04-025P-7900;9-52;MLA;;2015-12-31 00:00:00
327;D-29-6: Clutch lever return spring;Lo xo cua bo tach goc;D-29-6: Clutch lever return spring;04-031G-7900;9-53;MLA;;2015-12-31 00:00:00
328; ;choac noi; ;GP-020645-01;9-54;MLA;;2015-12-31 00:00:00
329;D-29-8: Hinge pin A or clutch lever;Ty dai;D-29-8: Hinge pin A or clutch lever;04-026P-7900;9-55;MLA;;2015-12-31 00:00:00
330;D-29-9: Neelde bar down positioning pin;Chot;D-29-9: Neelde bar down positioning pin;04-033P-7900;9-56;MLA;;2015-12-31 00:00:00
331;D-32:Needle up positioning pin;Chot(PN-000355-00);D-32:Needle up positioning pin;15-021P-7900 (DPN-BC002900);9-57;MLA;;2015-12-31 00:00:00
332;D-33: Spring for D-32;Lo xo;D-33: Spring for D-32;15-022G-7900;9-58;MLA;;2015-12-31 00:00:00
333;D-36: Screw (1/8 inch n=40);Oc;D-36: Screw (1/8 inch n=40);SC-0323-7900;9-59;MLA;;2015-12-31 00:00:00
334;D-40: Slide block;thanh truot;D-40: Slide block;15-020A-7900;9-60;MLA;;2015-12-31 00:00:00
335;D-42: Screw (9/64 n=40);Oc;D-42: Screw (9/64 n=40);SC-0531-2302;9-61;MLA;;2015-12-31 00:00:00
336;D-43L: Needle bar (L);tru kim trai;D-43L: Needle bar (L);GP-012980-01;9-62;MLA;;2015-12-31 00:00:00
337;D-43R: Needle bar ( R);tru kim phai;D-43R: Needle bar ( R);GP-012979-01;9-63;MLA;;2015-12-31 00:00:00
338;D-45, D-46: Needle clamp ( R) 7/16;Tao kim phai 7/16;D-45, D-46: Needle clamp ( R) 7/16;GP-022613-00;9-64;MLA;;2015-12-31 00:00:00
339;D-45, D-46: Needle clamp 5/8;Tao kim trai 5/8;D-45, D-46: Needle clamp 5/8;GP-022616-00;9-65;MLA;;2015-12-31 00:00:00
340;D-45,D-46: Needle clamp ( L) 7/16;Tao kim trai 7/16;D-45,D-46: Needle clamp ( L) 7/16;GP-022612-00(04-19LA-7900);9-66;MLA;;2015-12-31 00:00:00
341;D-47: Screw (1/8 inch n=40);?c b?t ??u t?kim;D-47: Screw (1/8 inch n=40);SC-A297-4118;9-67;MLA;;2015-12-31 00:00:00
342;D-5: Needle bar guide lside block;Con truot;D-5: Needle bar guide lside block;04-105A-7400;9-68;MLA;;2015-12-31 00:00:00
343;D-8: Needle bar crank;Truyen dong tru kim;D-8: Needle bar crank;04-004A-7400;9-69;MLA;;2015-12-31 00:00:00
344;D-9: Needle bar clamp;Thanh giu tru kim;D-9: Needle bar clamp;04-102A-7400;9-70;MLA;;2015-12-31 00:00:00
345;E-11: Lifting Level Shaft;Nang truc chan vit;E-11: Lifting Level Shaft;43-001A-640L;9-71;MLA;;2015-12-31 00:00:00
346;E-12: Screw (M5);Oc;E-12: Screw (M5);SC-0164-2700;9-72;MLA;;2015-12-31 00:00:00
347;E-16: Spring for presser bar lifter lever;Lo xo keo de dong dong tien(dau may);E-16: Spring for presser bar lifter lever;GP-012864-00;9-73;MLA;;2015-12-31 00:00:00
348;E-19: Presser lifter bar lever;Thanh nang chan vit;E-19: Presser lifter bar lever;GP-021143-01;9-74;MLA;;2015-12-31 00:00:00
349;E-2: Screw (9/64 n=20);Num dien chinh luc ep Chan vit;E-2: Screw (9/64 n=20);SC-0339-1230;9-75;MLA;;2015-12-31 00:00:00
350;E-27: Knee lifter connecting rod;Thanh truc nang;E-27: Knee lifter connecting rod;43-015A-7500;9-76;MLA;;2015-12-31 00:00:00
351;E-41: Stud screw for E-40;oc;E-41: Stud screw for E-40;10-027S257A;9-77;MLA;;2015-12-31 00:00:00
352;E-43: Clutch lever moving pin screw;oc;E-43: Clutch lever moving pin screw;43-004S-3400;9-78;MLA;;2015-12-31 00:00:00
353;E-44: Stud screw for E48;oc;E-44: Stud screw for E48;10-028S-257A;9-79;MLA;;2015-12-31 00:00:00
354;E-8: Presser foot 7/16;Chan vit 7/16;E-8: Presser foot 7/16;05-112A-7500;9-80;MLA;;2015-12-31 00:00:00
355;E-8: Presser foot 1x3/8 inch;Chan vit 1x3/8 inch;E-8: Presser foot 1x3/8 inch;05-120A-7500;9-81;MLA;;2015-12-31 00:00:00
356;F-2: Length control dial plate;num;F-2: Length control dial plate;06-013M-740L;9-82;MLA;;2015-12-31 00:00:00
357;F-28: Stud screw for E-27;Oc bat thanh Noi gat Chan vit( ben trong may);F-28: Stud screw for E-27;43-017S-7500;9-83;MLA;;2015-12-31 00:00:00
358;F-59-2: Feed dog 1x3/8 inch;Rang cua 1x3/8 inch;F-59-2: Feed dog 1x3/8 inch;06-73TA-7507;9-84;MLA;;2015-12-31 00:00:00
359;F-59-2: Feed dog 7/16;Rang cua 7/16;F-59-2: Feed dog 7/16;06-10TA-75L7;9-85;MLA;;2015-12-31 00:00:00
360;F-61: Screw (1/8 inch n=40);Oc;F-61: Screw (1/8 inch n=40);SC-0212-7400;9-86;MLA;;2015-12-31 00:00:00
361;F-62: Nut (1/8 inch n=44);Chot;F-62: Nut (1/8 inch n=44);SN-0113-7400;9-87;MLA;;2015-12-31 00:00:00
362;F-93:Stud screw for F-92;Oc;F-93:Stud screw for F-92;06-022A-5607(DSC-BJ004300);9-88;MLA;;2015-12-31 00:00:00
363;Feed dog 1/2;Chan vit 1/2;Feed dog 1/2;05-810A-750L;9-89;MLA;;2015-12-31 00:00:00
364;Feed dog 1/8;Rang cua 1/8;Feed dog 1/8;06-03TA-75L7(06-07SA-750L);9-90;MLA;;2015-12-31 00:00:00
365;Feed dog 3/8;Rang cua 3/8;Feed dog 3/8;06-65TA-7507;9-91;MLA;;2015-12-31 00:00:00
366;G-73: Hook;o may( KM-757BL-7S);G-73: Hook;07-052A-75L7;9-92;MLA;;2015-12-31 00:00:00
367;G-78: Bobbin;Thoi;G-78: Bobbin;07-160A-7500;9-93;MLA;;2015-12-31 00:00:00
368;G-83: Bobbin case;Thoi( tru kim tach);G-83: Bobbin case;07-064A-790L;9-94;MLA;;2015-12-31 00:00:00
369;Gear (large);Nhong o ( to);Gear (large);GP-018248-01;9-95;MLA;;2015-12-31 00:00:00
370;H-7: Dust protector:;Che bui;H-7: Dust protector:;44-004A-7500;9-96;MLA;;2015-12-31 00:00:00
371;H-8: Dust protector;Che bui;H-8: Dust protector;44-106A-7900;9-97;MLA;;2015-12-31 00:00:00
372;H-9: Screw 9/64 inch n=44;Oc;H-9: Screw 9/64 inch n=44;SC-0502-2302;9-98;MLA;;2015-12-31 00:00:00
373;I-12: Moving knife bracket;Thot do dao;I-12: Moving knife bracket;10-011A-7507;9-99;MLA;;2015-12-31 00:00:00
374;I-19: Screw for stopper pin;Oc;I-19: Screw for stopper pin;10-050S-8577;9-100;MLA;;2015-12-31 00:00:00
375;I-26: Stud screw for thread trimming cam roller;Oc con truot cam cat chi;I-26: Stud screw for thread trimming cam roller;10-067S-7507;9-101;MLA;;2015-12-31 00:00:00
376;I-3: Moving knife;Dao dong;I-3: Moving knife;GP-012112-01;9-102;MLA;;2015-12-31 00:00:00
377;I-39: Joint connection stud (1/64 inch - 1_1/2 inch );chuyen t? may SPS/B-1306-HS;I-39: Joint connection stud (1/64 inch - 1_1/2 inch );10-034A-7507;9-103;MLA;;2015-12-31 00:00:00
378;I-4: Screw (11/64 inch n=40);Oc bat dao dong;I-4: Screw (11/64 inch n=40);SC-A154-4114;9-104;MLA;;2015-12-31 00:00:00
379;I-50: Hing screw for I-48, I-49;Oc bat 2 ben de tay noi cua keo;I-50: Hing screw for I-48, I-49;10-046S-7507;9-105;MLA;;2015-12-31 00:00:00
380;I-58: Screw for clutch lever pin;oc;I-58: Screw for clutch lever pin;10-551S-7507;9-106;MLA;;2015-12-31 00:00:00
381;I-60: Clutch lever;choac noi;I-60: Clutch lever;10-554A-7507;9-107;MLA;;2015-12-31 00:00:00
382;I-7: Thread catcher;Nhip giu chi suot cua dao;I-7: Thread catcher;10-106A-7507;9-108;MLA;;2015-12-31 00:00:00
383;I-8: Fix knife;Dao tinh;I-8: Fix knife;GP-012111-00;9-109;MLA;;2015-12-31 00:00:00
384;J-12: Return spring for J-1;lo xo;J-12: Return spring for J-1;06-138G-967B;9-110;MLA;;2015-12-31 00:00:00
385;J-13: wiper link A Assy;Tay bien cua giat chi kim;J-13: wiper link A Assy;11-014A-7507;9-111;MLA;;2015-12-31 00:00:00
386;J-14: Stud screw for J-13;bu long;J-14: Stud screw for J-13;11-015S-7507;9-112;MLA;;2015-12-31 00:00:00
387;J-16: Nut for J-14;dai oc;J-16: Nut for J-14;11-017C-7507;9-113;MLA;;2015-12-31 00:00:00
388;J-20: Thread trimming cam roller shaft;chot;J-20: Thread trimming cam roller shaft;PN-000338-00;9-114;MLA;;2015-12-31 00:00:00
389;J-20: Wiper shaft Assy;Truc gat;J-20: Wiper shaft Assy;11-021A-7507;9-115;MLA;;2015-12-31 00:00:00
390;J-21:Wiper link shaft;dinh chot;J-21:Wiper link shaft;11-022A-7507(DPN-AD007600);9-116;MLA;;2015-12-31 00:00:00
391;J-22: Collar for J-23;vong dai ham;J-22: Collar for J-23;11-023A-7507;9-117;MLA;;2015-12-31 00:00:00
392;J-23: Thread release lever pin;Chot giu;J-23: Thread release lever pin;PN-000233-01(DSC-GA000100);9-118;MLA;;2015-12-31 00:00:00
393;"J-23; Screw (M4)";Oc;"J-23; Screw (M4)";SC-0105-7500;9-119;MLA;;2015-12-31 00:00:00
394;J-24: Wiper link C;Op giu co giat chi;J-24: Wiper link C;11-125A-7507;9-120;MLA;;2015-12-31 00:00:00
395;J-25: Wiper holder;de gan giat chi kim;J-25: Wiper holder;11-026A-7507;9-121;MLA;;2015-12-31 00:00:00
396;J-26: Screw (M3x0,5);Oc;J-26: Screw (M3x0,5);SC-0298-7500;9-122;MLA;;2015-12-31 00:00:00
397;J-27: Screw (M3);Oc;J-27: Screw (M3);SC-0132-7500;9-123;MLA;;2015-12-31 00:00:00
398;J-28: Wiper(right);Gat chi phai;J-28: Wiper(right);11-029A-7507;9-124;MLA;;2015-12-31 00:00:00
399;J-28: hinge screw for J-25;Bulong;J-28: hinge screw for J-25;GP-022418-00(DSC-FD000100);9-125;MLA;;2015-12-31 00:00:00
400;J-29: wiper(left);Gat chi trai;J-29: wiper(left);11-029B-7507;9-126;MLA;;2015-12-31 00:00:00
401;J-30: Wiper link body;tam noi chinh;J-30: Wiper link body;11-030A-7507;9-127;MLA;;2015-12-31 00:00:00
402;J-31: Screw(3/64 inch n=32);Oc;J-31: Screw(3/64 inch n=32);SC-0173-1230;9-128;MLA;;2015-12-31 00:00:00
403;J-32: Stopper;mieng chan;J-32: Stopper;11-032P-7507;9-129;MLA;;2015-12-31 00:00:00
404;J-43:Washer for J-32;long den;J-43:Washer for J-32;10-020W-2700;9-130;MLA;;2015-12-31 00:00:00
405;L-1: Synchronizer Assy;bo can chinh puly;L-1: Synchronizer Assy;11-0000-2507;9-131;MLA;;2015-12-31 00:00:00
406;Needle bar crank;tay bien;Needle bar crank;04-104A-7400;9-132;MLA;;2015-12-31 00:00:00
407;Needle bar rotate stopper bloc;Mieng thep chan dau tru kim;Needle bar rotate stopper bloc;15-325A-7900;9-133;MLA;;2015-12-31 00:00:00
408;Needle clamp (L) (6.4mm);Tao kim trai 1/4 inch;Needle clamp (L) (6.4mm);GP-022606-00;9-134;MLA;;2015-12-31 00:00:00
409;Needle clamp (L) 3/8;tao kim trai 3/8;Needle clamp (L) 3/8;GP-022610-00;9-135;MLA;;2015-12-31 00:00:00
410;Needle clamp (R) (6.4mm);Tao kim phai 1/4 inch;Needle clamp (R) (6.4mm);GP-022607-00;9-136;MLA;;2015-12-31 00:00:00
411;Needle clamp (R) 3/8;tao kim phai 3/8;Needle clamp (R) 3/8;GP-022611-00;9-137;MLA;;2015-12-31 00:00:00
412;Needle gauge 1 1/8 inch;Bo cu ly (28,57mm);Needle gauge 1 1/8 inch;;9-138;MLA;;2015-12-31 00:00:00
413;Needle gauge 1/4 inch;Bo cu ly (6,4mm);Needle gauge 1/4 inch;;9-139;MLA;;2015-12-31 00:00:00
414;Needle plate 3/8;tao kim 3/8;Needle plate 3/8;01-46TA-7507;9-140;MLA;;2015-12-31 00:00:00
415;O-27: Bobbin winder assembly;Bo danh chi suot;O-27: Bobbin winder assembly;GP-018166-00;9-141;MLA;;2015-12-31 00:00:00
416;O-42(L-16): Knee base rubber;De cau su truc khuyu;O-42(L-16): Knee base rubber;43-010A-1600;9-142;MLA;;2015-12-31 00:00:00
417;Oil filter;Luoi loc dau;Oil filter;44-148M-5700;9-143;MLA;;2015-12-31 00:00:00
418;Presser foot 3/4 inch;Chan vit 3/4 inch;Presser foot 3/4 inch;;9-144;MLA;;2015-12-31 00:00:00
419;Presser foot 3/8;chan vit 3/8;Presser foot 3/8;05-610A-7400( CGA-GC014600);9-145;MLA;;2015-12-31 00:00:00
420;Program unit box;Bang dieu khien;Program unit box;SP-200;9-146;MLA;;2015-12-31 00:00:00
421;Pully;bu li;Pully;fi 90;9-147;MLA;;2015-12-31 00:00:00
422;Pully;bu li;Pully;fi 100;9-148;MLA;;2015-12-31 00:00:00
423;Pully;bu li;Pully;fi 60;9-149;MLA;;2015-12-31 00:00:00
424;Rotary hook gear(09-002A-7400);Nhong o ( nho);Rotary hook gear(09-002A-7400);GP-015572-00 (DGR-AB001200);9-150;MLA;;2015-12-31 00:00:00
425;Screw;Oc op o;Screw;228-14008;9-151;MLA;;2015-12-31 00:00:00
426;Screw 1/4-40 L=4.5;Oc Nhong o;Screw 1/4-40 L=4.5;SS-8660530-TP;9-152;MLA;;2015-12-31 00:00:00
427;Solenoid tranformer;Bien ap;Solenoid tranformer;GP-011348-00;9-153;MLA;;2015-12-31 00:00:00
428;Spring ( 0.3 );Nhip cua thoi;Spring ( 0.3 );228-27406;9-154;MLA;;2015-12-31 00:00:00
429;Thread take-up lever;Co giat chi;Thread take-up lever;08-103A-7500;9-155;MLA;;2015-12-31 00:00:00
430;O-35:Belt cover(D);Bao ve day cu roa;O-35:Belt cover(D);60-004A-2350;9-156;MLA;;2015-12-31 00:00:00
431;B-4: Screw(5/64 inch n=24):;Oc;B-4: Screw(5/64 inch n=24):;SC-0188-1230;9-157;MLA;;2015-12-31 00:00:00
432;Needle clamp 1-1/10 inch;Tao kim 1-1/10 inch;Needle clamp 1-1/10 inch;GP-035844-00;9-158;MLA;;2015-12-31 00:00:00
433;Throat plate:1-1/10 inch;Mat nguyet1-1/10 inch;Throat plate:1-1/10 inch;GP-035845-00;9-159;MLA;;2015-12-31 00:00:00
434;Feed dog 1-1/10 inch;Rang cua 1-1/10 inch;Feed dog 1-1/10 inch;GP-035843-00;9-160;MLA;;2015-12-31 00:00:00
435;Presser foot 1-1/10 inch;Chan vit 1-1/10 inch;Presser foot 1-1/10 inch;GP-035817-00;9-161;MLA;;2015-12-31 00:00:00
436;2-Needle gauge set;;2-Needle gauge set;1/8mm;9-162;MLA;;2015-12-31 00:00:00
437;2-Needle gauge set;;2-Needle gauge set;7/8mm;9-163;MLA;;2015-12-31 00:00:00
438;2-Needle gauge set;;2-Needle gauge set;5/8mm;9-164;MLA;;2015-12-31 00:00:00
439;2-Needle gauge set;;2-Needle gauge set;;9-165;MLA;;2015-12-31 00:00:00
440;Neeldle gauge 1''3/8;;Neeldle gauge 1''3/8;KM-757BL-7s;9-166;MLA;;2015-12-31 00:00:00
441;Needle bar stopper screw;;Needle bar stopper screw;04-004S-7900;9-167;MLA;;2015-12-31 00:00:00
442;D-29-2: Screw for D-29-3;;D-29-2: Screw for D-29-3;04-021S-7900;9-168;MLA;;2015-12-31 00:00:00
443;F-60 Screw (1/8 inch n=44);;F-60 Screw (1/8 inch n=44);SC-A306-4113;9-169;MLA;;2015-12-31 00:00:00
444;Phu tung Sunstar;;Phu tung Sunstar;09-043G-740L;9-170;MLA;;2015-12-31 00:00:00
445;B-36:thread takew up lever;;B-36:thread takew up lever;08-104A-790L;9-171;MLA;;2015-12-31 00:00:00
446;Knife;;Knife;;9-172;MLA;;2015-12-31 00:00:00
447;Presser foot 5/8 inch;;Presser foot 5/8 inch;;9-173;MLA;;2015-12-31 00:00:00
448;O-28 Thread Stand Assebly ;;O-28 Thread Stand Assebly ;91-008A-7400;9-174;MLA;;2015-12-31 00:00:00
449;D-31: Needle bar crank,;;D-31: Needle bar crank,;04-105A-7900;9-175;MLA;;2015-12-31 00:00:00
450;I-61 Thread trimming return spring;;I-61 Thread trimming return spring; 10-056A-7507;9-176;MLA;;2015-12-31 00:00:00
451;L-1-4 Sunchronizer Assy ( Servo;;L-1-4 Sunchronizer Assy ( Servo;  13-0000-SE55;9-177;MLA;;2015-12-31 00:00:00
452;;;0;;9-178;MLA;;2015-12-31 00:00:00
453;Bobbin case;;Bobbin case;B1828-210-DAA (23);10-1;MLA;;2015-12-31 00:00:00
454;Bobbin ;;Bobbin ;138-12102  (22);10-2;MLA;;2015-12-31 00:00:00
455;Shuttle (h) for LK1900A WS(B);;Shuttle (h) for LK1900A WS(B);40014965 (198);10-3;MLA;;2015-12-31 00:00:00
456;Moving knife ASM;;Moving knife ASM;B2421-280-0A0;10-4;MLA;;2015-12-31 00:00:00
457;Needle bar;;Needle bar;400-10573;10-5;MLA;;2015-12-31 00:00:00
458;Screw;;Screw;87-278  ;11-1;MLA;;2015-12-31 00:00:00
459;Feed Rocker Link pin;;Feed Rocker Link pin;71-432  ;11-2;MLA;;2015-12-31 00:00:00
460;Rear Puller Shaft (S);;Rear Puller Shaft (S);71-439  ;11-3;MLA;;2015-12-31 00:00:00
461;Thrad eyelet;;Thrad eyelet;45-432  ;11-4;MLA;;2015-12-31 00:00:00
462;Nut;;Nut;86-701  ;11-5;MLA;;2015-12-31 00:00:00
463;Nut;;Nut;86-4120 OC ;11-6;MLA;;2015-12-31 00:00:00
464;Screw;;Screw;84-8130  ;11-7;MLA;;2015-12-31 00:00:00
465;E- Ring;;E- Ring;93-205  ;11-8;MLA;;2015-12-31 00:00:00
466;Feed dog;;Feed dog;15-499  ;11-9;MLA;;2015-12-31 00:00:00
467;                                                                                                                                                                                                                                                                                 ;;                                                                                                                                                                                                                                                                                 ;65-3340-1 ;11-10;MLA;;2015-12-31 00:00:00
